# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       7.530069124377e-05      -2.863702007037e-02      -2.170301069547e-02      -2.170303553286e-02      -2.862981534128e-02      -2.170336707194e-02      -2.170913362698e-02       5.917093433647e-01       5.911757872890e-01       4.340607106572e-02       9.449387856416e-06       9.999281968404e-01      -3.239674739473e-09       1.017777286148e-08      -9.114442187459e-13      -9.919122929849e-08      -8.210122786057e-12      -1.019073648255e-07      -1.189942374714e-10 
       7.884950348932e-05      -3.136808988365e-02      -2.379674142380e-02      -2.379677127460e-02      -3.135943445116e-02      -2.379713421860e-02      -2.380342915939e-02       5.917046963613e-01       5.911719269327e-01       4.759354254919e-02       1.036097475337e-05       9.999212806647e-01      -3.549644005581e-09       1.114609700298e-08      -9.985509338257e-13      -1.191673383827e-07      -9.866184716255e-12      -1.224293572630e-07      -1.429583476634e-10 
       8.256556610330e-05      -3.435625958064e-02      -2.609244405506e-02      -2.609247993024e-02      -3.434586205676e-02      -2.609287719773e-02      -2.609974587503e-02       5.916996060950e-01       5.911676982603e-01       5.218495986047e-02       1.136049508123e-05       9.999136994657e-01      -3.889002649199e-09       1.220510805882e-08      -1.093895073923e-12      -1.431563491897e-07      -1.185593483452e-11      -1.470735956271e-07      -1.717364966710e-10 
       8.645676135275e-05      -3.762505336065e-02      -2.860959868909e-02      -2.860964180287e-02      -3.761256411343e-02      -2.861007656390e-02      -2.861756758427e-02       5.916940249305e-01       5.911630605593e-01       5.721928360574e-02       1.245642965985e-05       9.999053895981e-01      -4.260473309089e-09       1.336300881568e-08      -1.198237872261e-12      -1.719612476537e-07      -1.424622816282e-11      -1.766647913585e-07      -2.062919178485e-10 
       9.053134298449e-05      -4.120001034647e-02      -3.136956395582e-02      -3.136961576696e-02      -4.118500985999e-02      -3.137009147479e-02      -3.137825677822e-02       5.916879071695e-01       5.911579758440e-01       6.273923153392e-02       1.365807676431e-05       9.998962812660e-01      -4.667027227733e-09       1.462868305113e-08      -1.312407489611e-12      -2.065446043176e-07      -1.711767394210e-11      -2.121916016066e-07      -2.477793708565e-10 
       9.479795373245e-05      -4.510882823235e-02      -3.439575789147e-02      -3.439582015125e-02      -4.509081337891e-02      -3.439634054578e-02      -3.440523547707e-02       5.916812043926e-01       5.911524039031e-01       6.879164030251e-02       1.497563096185e-05       9.998862981356e-01      -5.111912414151e-09       1.601174364107e-08      -1.437303792967e-12      -2.480601837966e-07      -2.056633853405e-11      -2.548388869257e-07      -2.975828141708e-10 
       9.926564365005e-05      -4.938151120403e-02      -3.771385594213e-02      -3.771393075428e-02      -4.935987851443e-02      -3.771449990978e-02      -3.772418319850e-02       5.916738580581e-01       5.911462954249e-01       7.542786150855e-02       1.642026969258e-05       9.998753565542e-01      -5.598628094028e-09       1.752257138774e-08      -1.573904193986e-12      -2.978901480605e-07      -2.470847941954e-11      -3.060261922803e-07      -3.573604195400e-10 
       1.039438893066e-04      -5.405052103155e-02      -4.135200887098e-02      -4.135209876228e-02      -5.402454679148e-02      -4.135272109707e-02      -4.136325481398e-02       5.916658070586e-01       5.911395991826e-01       8.270419752457e-02       1.800424765042e-05       9.998633650535e-01      -6.131009605285e-09       1.917236403337e-08      -1.723268788331e-12      -3.576900438542e-07      -2.968303237820e-11      -3.674536772063e-07      -4.290982084759e-10 
       1.088426138884e-04      -5.915092807056e-02      -4.534108114845e-02      -4.534118915131e-02      -5.911974504735e-02      -4.534186944244e-02      -4.535331887079e-02       5.916569859988e-01       5.911322604551e-01       9.068237830262e-02       1.974100052041e-05       9.998502234440e-01      -6.713199504465e-09       2.097317806553e-08      -1.886546118437e-12      -4.294421443763e-07      -3.565614179794e-11      -4.411568003087e-07      -5.151740047797e-10 
       1.139722082470e-04      -6.472056113291e-02      -4.971491200767e-02      -4.971504176329e-02      -6.468312995780e-02      -4.971578518197e-02      -4.972821856508e-02       5.916473207596e-01       5.911242168579e-01       9.943008352658e-02       2.164525885404e-05       9.998358221592e-01      -7.349684129931e-09       2.293796490885e-08      -2.064979306437e-12      -5.155186961825e-07      -4.282757140482e-11      -5.295714568986e-07      -6.184335685925e-10 
       1.193435529399e-04      -7.080015166784e-02      -5.451060209588e-02      -5.451075797477e-02      -7.075522724869e-02      -5.451157011041e-02      -5.452505828060e-02       5.916367310739e-01       5.911154008465e-01       1.090215159495e-01       2.373317255627e-05       9.998200412896e-01      -8.045332486002e-09       2.508060776231e-08      -2.259911779217e-12      -6.187575297127e-07      -5.143678381650e-11      -6.356114480717e-07      -7.422811736128e-10 
       1.249680413092e-04      -7.743346930495e-02      -5.976882744016e-02      -5.976901468726e-02      -7.737956052405e-02      -5.976990156602e-02      -5.978451741568e-02       5.916251295966e-01       5.911057388357e-01       1.195380293745e-01       2.602244747184e-05       9.998027496847e-01      -8.805406598947e-09       2.741595084026e-08      -2.472793075748e-12      -7.425518497947e-07      -6.177040020630e-11      -7.627605009733e-07      -8.907872173544e-10 
       1.308576036488e-04      -8.466744274403e-02      -6.553418356960e-02      -6.553440847914e-02      -8.460276483664e-02      -6.553537659107e-02      -6.555119433130e-02       5.916124210299e-01       5.910951504789e-01       1.310688169583e-01       2.853249508134e-05       9.997838040261e-01      -9.635591230459e-09       2.995981762265e-08      -2.705184676016e-12      -8.909565941375e-07      -7.417206697329e-11      -9.151814242025e-07      -1.068815925519e-09 
       1.370247325102e-04      -9.255226061855e-02      -7.185556258792e-02      -7.185583271261e-02      -9.247467730782e-02      -7.185688902975e-02      -7.187398320568e-02       5.915985005191e-01       5.910835470998e-01       1.437116654252e-01       3.128459659378e-05       9.997630475693e-01      -1.054201626126e-08       3.272901973164e-08      -2.958765316484e-12      -1.068814589096e-06      -8.905309136342e-11      -1.097845606599e-06      -1.282176671309e-09 
