# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.05618e-05 to 220.714 h/Mpc,
# number of wavenumbers equal to 596
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot              
       4.451621110116e-02      -2.808816488909e-01      -4.602679577710e+01      -7.372951458645e+01      -2.230983351872e-01      -9.747768394298e-01      -9.747768394297e-01      -9.747768394297e-01      -6.803853243740e+01      -6.690243522363e+01       1.849634786247e-01       1.849574633198e-01       1.474590291729e+02       1.764703103206e-01       3.110863572374e-01      -1.303753471071e-05       1.807297483515e-05      -1.793537160101e-08      -8.844808336978e-02      -5.729686123873e-03      -8.777297982477e-02      -8.684232585232e-02      -8.684232585232e-02      -8.684232585232e-02      -4.680642442303e-03 
       4.514934493440e-02      -2.672473799780e-01      -4.676090137671e+01      -7.482711886193e+01      -2.327315037280e-01      -9.578577082847e-01      -9.578577082850e-01      -9.578577082850e-01      -6.905795958112e+01      -6.790494785779e+01       1.825052686496e-01       1.825006898043e-01       1.496542377239e+02       1.790926544785e-01       3.069392099225e-01      -1.286127057638e-05       1.700503999609e-05      -1.778141587319e-08      -9.017056637836e-02      -5.752158863328e-03      -8.901615681070e-02      -8.807515618515e-02      -8.807515618515e-02      -8.807515618515e-02      -4.749016019789e-03 
       4.578620006816e-02      -2.509775635635e-01      -4.753573814155e+01      -7.593275494278e+01      -2.382857984089e-01      -9.447537763211e-01      -9.447537763210e-01      -9.447537763210e-01      -7.009037571855e+01      -6.892017307193e+01       1.801158377739e-01       1.801128341763e-01       1.518655098856e+02       1.817443030344e-01       3.029053536374e-01      -1.266967628987e-05       1.580647365772e-05      -1.761122479570e-08      -9.163354771813e-02      -5.764875234255e-03      -9.043205203418e-02      -8.926864657363e-02      -8.926864657363e-02      -8.926864657363e-02      -4.810015874429e-03 
       4.642693603355e-02      -2.304179700079e-01      -4.835320763732e+01      -7.704729513777e+01      -2.436204425801e-01      -9.363405018787e-01      -9.363405018790e-01      -9.363405018788e-01      -7.113681643259e+01      -6.994911105191e+01       1.777923521196e-01       1.777910243002e-01       1.540945902755e+02       1.844301066234e-01       2.989823717323e-01      -1.247310935798e-05       1.447363942670e-05      -1.742702562144e-08      -9.305805824251e-02      -5.767756716776e-03      -9.195320324783e-02      -9.046310908599e-02      -9.046310908599e-02      -9.046310908599e-02      -4.868202345514e-03 
       4.707170863094e-02      -2.109746625617e-01      -4.921427609212e+01      -7.817132420314e+01      -2.436118177602e-01      -9.323102100859e-01      -9.323102100856e-01      -9.323102100854e-01      -7.219791237443e+01      -7.099246687237e+01       1.755332457676e-01       1.755332507951e-01       1.563426484063e+02       1.871505057493e-01       2.951664032284e-01      -1.226775633588e-05       1.333898306341e-05      -1.722291737041e-08      -9.429702493506e-02      -5.760783941163e-03      -9.356341117454e-02      -9.170291061682e-02      -9.170291061682e-02      -9.170291061682e-02      -4.921592721648e-03 
       4.772067026589e-02      -1.965118903410e-01      -5.012135244466e+01      -7.930567180186e+01      -2.376936012178e-01      -9.312601079685e-01      -9.312601079686e-01      -9.312601079687e-01      -7.327469649431e+01      -7.205132223610e+01       1.733373160783e-01       1.733380629736e-01       1.586113436037e+02       1.899081351053e-01       2.914553822358e-01      -1.205781350845e-05       1.261488923173e-05      -1.700314449043e-08      -9.538905052488e-02      -5.743607970199e-03      -9.518587017501e-02      -9.302566697110e-02      -9.302566697110e-02      -9.302566697110e-02      -4.971671759366e-03 
       4.837397025916e-02      -1.801917644861e-01      -5.107522737977e+01      -8.045103889145e+01      -2.404962330286e-01      -9.310875820096e-01      -9.310875820096e-01      -9.310875820096e-01      -7.436783047915e+01      -7.312623058529e+01       1.711994873695e-01       1.712009527431e-01       1.609020777829e+02       1.927093372614e-01       2.878454290699e-01      -1.187213672815e-05       1.185891310240e-05      -1.679568510456e-08      -9.693730188767e-02      -5.716524919014e-03      -9.675288065097e-02      -9.445140245040e-02      -9.445140245040e-02      -9.445140245040e-02      -5.031277811965e-03 
       4.903175513313e-02      -1.715366821944e-01      -5.207754759674e+01      -8.160841070954e+01      -2.254478504127e-01      -9.294710849529e-01      -9.294710849529e-01      -9.294710849529e-01      -7.547833623664e+01      -7.421834970683e+01       1.691241986575e-01       1.691257016003e-01       1.632168214191e+02       1.955475017416e-01       2.843349219387e-01      -1.166034121753e-05       1.161137531371e-05      -1.656145931294e-08      -9.779075080843e-02      -5.679406868036e-03      -9.839767019420e-02      -9.597794621825e-02      -9.597794621825e-02      -9.597794621824e-02      -5.077176296679e-03 
       4.969416887662e-02      -1.751060471333e-01      -5.312898323286e+01      -8.277803932000e+01      -2.075727804781e-01      -9.245509724284e-01      -9.245509724286e-01      -9.245509724285e-01      -7.660648644881e+01      -7.532802225458e+01       1.671059091158e-01       1.671066709564e-01       1.655560786400e+02       1.984283417866e-01       2.809192877351e-01      -1.145503796895e-05       1.203471384337e-05      -1.633180301678e-08      -9.866886312493e-02      -5.632294161238e-03      -9.985752284600e-02      -9.757984676039e-02      -9.757984676039e-02      -9.757984676038e-02      -5.123760965094e-03 
       5.036135319008e-02      -1.889926044490e-01      -5.422964558308e+01      -8.396053292950e+01      -1.919933013044e-01      -9.154520937029e-01      -9.154520937032e-01      -9.154520937032e-01      -7.775278007840e+01      -7.645570972891e+01       1.651422577127e-01       1.651417663614e-01       1.679210658590e+02       2.013533072530e-01       2.775947694880e-01      -1.126169381942e-05       1.295911857986e-05      -1.612068679285e-08      -9.972358972264e-02      -5.575548683858e-03      -1.011220884682e-01      -9.921660494300e-02      -9.921660494299e-02      -9.921660494299e-02      -5.173611347794e-03 
       5.103344771287e-02      -2.084363969523e-01      -5.538087114059e+01      -8.515677656271e+01      -2.080877757607e-01      -9.025622681874e-01      -9.025622681880e-01      -9.025622681878e-01      -7.891815835318e+01      -7.760226091350e+01       1.632266053186e-01       1.632248228005e-01       1.703135531254e+02       2.043335335566e-01       2.743585519880e-01      -1.113614286244e-05       1.403083669039e-05      -1.597832004531e-08      -1.021673345782e-01      -5.509227049901e-03      -1.021667667783e-01      -1.008441821345e-01      -1.008441821345e-01      -1.008441821345e-01      -5.252874288909e-03 
       5.171059023416e-02      -2.061687583830e-01      -5.658215827536e+01      -8.636702015160e+01      -2.058236415160e-01      -8.873331914528e-01      -8.873331914531e-01      -8.873331914530e-01      -8.010277620213e+01      -7.876736865454e+01       1.613657380361e-01       1.613642957471e-01       1.727340403032e+02       2.073512263158e-01       2.712058479058e-01      -1.096229159173e-05       1.363532253054e-05      -1.582539138495e-08      -1.036761759526e-01      -5.433717501262e-03      -1.036756131579e-01      -1.024265897241e-01      -1.024265897241e-01      -1.024265897241e-01      -5.308898681066e-03 
       5.239291688882e-02      -2.039632306151e-01      -5.783365783563e+01      -8.759187281804e+01      -2.036215090382e-01      -8.719008452539e-01      -8.719008452542e-01      -8.719008452542e-01      -8.130720110860e+01      -7.995195992923e+01       1.595532118549e-01       1.595520950838e-01       1.751837456361e+02       2.104173288417e-01       2.681342168459e-01      -1.078721089254e-05       1.323930733083e-05      -1.567145297611e-08      -1.052092223967e-01      -5.349363575601e-03      -1.052086644209e-01      -1.039472570756e-01      -1.039472570756e-01      -1.039472570756e-01      -5.362786681490e-03 
       5.308056233974e-02      -2.018158307437e-01      -5.913422966706e+01      -8.883143711368e+01      -2.014774045788e-01      -8.585462509381e-01      -8.585462509381e-01      -8.585462509380e-01      -8.253138777572e+01      -8.115598903025e+01       1.577861127398e-01       1.577852344856e-01       1.776628742274e+02       2.135317489529e-01       2.651388252847e-01      -1.061149739982e-05       1.291396007945e-05      -1.551609477306e-08      -1.067664278006e-01      -5.256694852503e-03      -1.067658744765e-01      -1.054132635045e-01      -1.054132635045e-01      -1.054132635045e-01      -5.414755481970e-03 
       5.377365994755e-02      -1.997242464422e-01      -6.048400791919e+01      -9.008627643469e+01      -1.993890213032e-01      -8.490068176527e-01      -8.490068176527e-01      -8.490068176527e-01      -8.377585921642e+01      -8.237996778111e+01       1.560627817028e-01       1.560620119162e-01       1.801725528694e+02       2.166958386607e-01       2.622169276061e-01      -1.043667893463e-05       1.270904347651e-05      -1.536041589162e-08      -1.083484681580e-01      -5.156043139296e-03      -1.083479193303e-01      -1.068553511895e-01      -1.068553511895e-01      -1.068553511895e-01      -5.465525490131e-03 
       5.447234192891e-02      -1.976842078761e-01      -6.188068513871e+01      -9.135658996792e+01      -1.973520989671e-01      -8.439450712711e-01      -8.439450712712e-01      -8.439450712711e-01      -8.504044085545e+01      -8.362372101420e+01       1.543803669372e-01       1.543795720084e-01       1.827131799358e+02       2.199093745619e-01       2.593638780701e-01      -1.026487648405e-05       1.263866961776e-05      -1.520638552471e-08      -1.099552317466e-01      -5.048347951931e-03      -1.099546872810e-01      -1.083180531452e-01      -1.083180531452e-01      -1.083180531452e-01      -5.516197805428e-03 
       5.517673950432e-02      -1.956922735296e-01      -6.332358046277e+01      -9.264248540236e+01      -1.953632026800e-01      -8.427482161753e-01      -8.427482161751e-01      -8.427482161752e-01      -8.632510809792e+01      -8.488722148247e+01       1.527364783303e-01       1.527355588026e-01       1.852849708047e+02       2.231724273248e-01       2.565757502232e-01      -1.009796779147e-05       1.267809267530e-05      -1.505634650846e-08      -1.115867538873e-01      -4.933977813394e-03      -1.115862136624e-01      -1.098477709404e-01      -1.098477709404e-01      -1.098477709404e-01      -5.567839357819e-03 
       5.588698303626e-02      -1.937442973721e-01      -6.481030046778e+01      -9.394412599835e+01      -1.934181949695e-01      -8.436810338406e-01      -8.436810338407e-01      -8.436810338406e-01      -8.762959506745e+01      -8.617020540934e+01       1.511284644499e-01       1.511273804693e-01       1.878882519967e+02       2.264846680707e-01       2.538482739686e-01      -9.937347550189e-06       1.277156831870e-05      -1.491220305288e-08      -1.132428701225e-01      -4.813899815948e-03      -1.132423340354e-01      -1.114785825608e-01      -1.114785825608e-01      -1.114785825608e-01      -5.621341687775e-03 
       5.660320215848e-02      -1.918361408410e-01      -6.633854716757e+01      -9.526149643889e+01      -1.915129453443e-01      -8.443878492089e-01      -8.443878492088e-01      -8.443878492088e-01      -8.895348905130e+01      -8.747226623522e+01       1.495536123161e-01       1.495523900769e-01       1.905229928778e+02       2.298453858557e-01       2.511770603465e-01      -9.783369075885e-06       1.284948082258e-05      -1.477483975477e-08      -1.149232249636e-01      -4.688955638885e-03      -1.149226929278e-01      -1.132215740849e-01      -1.132215740849e-01      -1.132215740849e-01      -5.677077012632e-03 
       5.732552589723e-02      -1.899634585480e-01      -6.790557602383e+01      -9.659436575778e+01      -1.896431168548e-01      -8.425928352001e-01      -8.425928352002e-01      -8.425928352002e-01      -9.029612994689e+01      -8.879275573963e+01       1.480090004052e-01       1.480077188536e-01       1.931887315156e+02       2.332532383513e-01       2.485573603024e-01      -9.635326714236e-06       1.284938373478e-05      -1.464381947811e-08      -1.166271472295e-01      -4.560026756348e-03      -1.166266191757e-01      -1.150605891889e-01      -1.150605891889e-01      -1.150605891889e-01      -5.734824068991e-03 
       5.805408278491e-02      -1.881222281144e-01      -6.950782123284e+01      -9.794267210103e+01      -1.878046956046e-01      -8.368065182492e-01      -8.368065182491e-01      -8.368065182491e-01      -9.165688473125e+01      -9.013105343275e+01       1.464919744310e-01       1.464907369636e-01       1.958853442021e+02       2.367070045048e-01       2.459848814287e-01      -9.491809270900e-06       1.273510346340e-05      -1.451753198510e-08      -1.183540263757e-01      -4.428323589553e-03      -1.183535022524e-01      -1.169565665238e-01      -1.169565665238e-01      -1.169565665238e-01      -5.793910849992e-03 
       5.878900096689e-02      -1.863084866221e-01      -7.114199603720e+01      -9.930597675915e+01      -1.859937267685e-01      -8.267983707428e-01      -8.267983707428e-01      -8.267983707428e-01      -9.303487613837e+01      -9.148629922272e+01       1.449997040127e-01       1.449986047052e-01       1.986119535183e+02       2.402047004368e-01       2.434549653626e-01      -9.351009921811e-06       1.250736599491e-05      -1.439361513014e-08      -1.201028704461e-01      -4.294800684676e-03      -1.201023502184e-01      -1.188584596386e-01      -1.188584596386e-01      -1.188584596386e-01      -5.853352621901e-03 
       5.953040830201e-02      -1.845184381404e-01      -7.280395674197e+01      -1.006838792792e+02      -1.842064227833e-01      -8.137011331109e-01      -8.137011331110e-01      -8.137011331110e-01      -9.442915359563e+01      -9.285756039417e+01       1.435294760958e-01       1.435285706265e-01       2.013677585584e+02       2.437441651890e-01       2.409631438425e-01      -9.211463357979e-06       1.220342667491e-05      -1.426966531905e-08      -1.218725989443e-01      -4.160696295254e-03      -1.218720825945e-01      -1.207191651061e-01      -1.207191651061e-01      -1.207191651061e-01      -5.912285781070e-03 
